ID,Country,Region,construction_period_start,construction_period_end,steel,copper,aluminum,unspecified_metal,metal_based,wood,paper_cardboard,straw,biomass_based,concrete,cement,aggregates,concrete_based,brick,mortar_plaster,mineral_fill,plaster_board_gypsum,brick_wall_based,Adobe,Asphalt,Bitumen,natural_stone,cement_asbestos,Clay,siding_unspecified,Ceramics,Glass,Plastics,Polystyrene,PVC,Lineoleum,Carpet,Heraklith,Mineral_wool,insulation_unspecified,other_unspecified_material,other_minerals,total_mi,building_description,no_floors,Occupation,building_type,measurement_type,urban_rural,floor_area_type,Authors,publication_year,publication_title,publication_outlet,copyright,DOI,URL,comment_scope,comment_conversion,comment_aggregation,comment_primary,comment_secondary,data_entry,global_region,climate_classification,equator_distance,heating_degree_days_0,heating_degree_days_1,cooling_degree_days_0,cooling_degree_days_1,country_land_area,population_0,Notes..population_0,population_1,urbanization_0,urbanization_1,gdp_0,gdp_1,hdi_0,hdi_1
140,Grenada,NA,NA,NA,36,NA,NA,NA,36,90,NA,NA,90,345,NA,45,390,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,516,wood,"1,2",residential,SFH,NULL,NA,NA,"Symmes, Robert; Telesford, John; Fishman, Tomer; Su-yin, Tan; De Kroon, Kristen; Singh, Simron",NA,GIS-based material stock analysis ・ A case study of buildings in Grenada and material lost due to extreme weather,In preparation,Author permission,NA,NA,NULL,NULL,NULL,NULL,"Heating Degree Days: Data not available for this country in https://www.kapsarc.org/research/projects/global-degree-days-database/.Cooling Degree Days: Data not available for this country in https://www.kapsarc.org/research/projects/global-degree-days-database/. Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data not available for this country, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 2015, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data for this country not available in https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,SIDS,Af,1348,NA,NA,NA,NA,344,NA,Data not available for this country,NA,NA,0.36,NA,NA,NULL,NULL
141,Grenada,NA,NA,NA,35,NA,NA,NA,35,90,NA,NA,90,1125,NA,159,1284,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1409,concrete,"1,2",residential,SFH,NULL,NA,NA,"Symmes, Robert; Telesford, John; Fishman, Tomer; Su-yin, Tan; De Kroon, Kristen; Singh, Simron",NA,GIS-based material stock analysis ・ A case study of buildings in Grenada and material lost due to extreme weather,In preparation,Author permission,NA,NA,NULL,NULL,NULL,NULL,"Heating Degree Days: Data not available for this country in https://www.kapsarc.org/research/projects/global-degree-days-database/.Cooling Degree Days: Data not available for this country in https://www.kapsarc.org/research/projects/global-degree-days-database/. Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data not available for this country, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 2015, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data for this country not available in https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,SIDS,Af,1348,NA,NA,NA,NA,344,NA,Data not available for this country,NA,NA,0.36,NA,NA,NULL,NULL
142,Grenada,NA,NA,NA,325,NA,NA,NA,325,0,NA,NA,0,1645,NA,159,1804,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2129,concrete,1,industrial,NA,NULL,NA,NA,"Symmes, Robert; Telesford, John; Fishman, Tomer; Su-yin, Tan; De Kroon, Kristen; Singh, Simron",NA,GIS-based material stock analysis ・ A case study of buildings in Grenada and material lost due to extreme weather,In preparation,Author permission,NA,NA,NULL,NULL,NULL,NULL,"Heating Degree Days: Data not available for this country in https://www.kapsarc.org/research/projects/global-degree-days-database/.Cooling Degree Days: Data not available for this country in https://www.kapsarc.org/research/projects/global-degree-days-database/. Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data not available for this country, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 2015, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data for this country not available in https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,SIDS,Af,1348,NA,NA,NA,NA,344,NA,Data not available for this country,NA,NA,0.36,NA,NA,NULL,NULL
144,Grenada,NA,NA,NA,180,NA,NA,NA,180,0,NA,NA,0,1125,NA,159,1284,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1464,concrete,"2,3,4",public,NA,NULL,NA,NA,"Symmes, Robert; Telesford, John; Fishman, Tomer; Su-yin, Tan; De Kroon, Kristen; Singh, Simron",NA,GIS-based material stock analysis ・ A case study of buildings in Grenada and material lost due to extreme weather,In preparation,Author permission,NA,NA,NULL,NULL,NULL,NULL,"Heating Degree Days: Data not available for this country in https://www.kapsarc.org/research/projects/global-degree-days-database/.Cooling Degree Days: Data not available for this country in https://www.kapsarc.org/research/projects/global-degree-days-database/. Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data not available for this country, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 2015, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data for this country not available in https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,SIDS,Af,1348,NA,NA,NA,NA,344,NA,Data not available for this country,NA,NA,0.36,NA,NA,NULL,NULL
150,Japan,NA,NA,1949,1,NA,2,NA,3,73,NA,NA,73,5,NA,78,83,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,52,5,NA,NA,NA,NA,NA,NA,NA,NA,32,89,251,wood,NA,residential,SFH,NULL,NA,NA,"Tanikawa, Hiroki; Hashimoto, Seiji",2009,Urban stock over time: spatial material stock analysis using 4d-GIS,Building Research & Information,Copyright Taylor & Francis,10.1080/09613210903169394,https://doi.org/10.1080/09613210903169394,NULL,NULL,NULL,NULL,"Heating Degree Days: Pre-1949, Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: Pre-1949, Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values. Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: No data before 1950, Urban pop. in 1950, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Pre 1949, Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,East_Asia,Cfa,3969,NA,2017.3125,NA,653.5125,364485,NA,Pre-1949,81971,NA,0.534,NA,2363,NULL,NULL
151,Japan,NA,1950,1958,4,NA,2,NA,6,73,NA,NA,73,113,NA,78,191,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,52,5,NA,NA,NA,NA,NA,NA,NA,NA,32,89,362,wood,NA,residential,SFH,NULL,NA,NA,"Tanikawa, Hiroki; Hashimoto, Seiji",2009,Urban stock over time: spatial material stock analysis using 4d-GIS,Building Research & Information,Copyright Taylor & Francis,10.1080/09613210903169394,https://doi.org/10.1080/09613210903169394,NULL,NULL,NULL,NULL,"Heating Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values.  Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 1950, Urban pop. in 1960, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,East_Asia,Cfa,3969,2026.32495,2061.6001,662.1275,600.902525,364485,83805,NA,92389,0.534,0.633,2519,4324,NULL,NULL
152,Japan,NA,1959,1970,4,NA,2,NA,6,81,NA,NA,81,113,NA,78,191,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,52,5,NA,NA,NA,NA,NA,NA,NA,NA,32,89,370,wood,NA,residential,SFH,NULL,NA,NA,"Tanikawa, Hiroki; Hashimoto, Seiji",2009,Urban stock over time: spatial material stock analysis using 4d-GIS,Building Research & Information,Copyright Taylor & Francis,10.1080/09613210903169394,https://doi.org/10.1080/09613210903169394,NULL,NULL,NULL,NULL,"Heating Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values.  Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 1960, Urban pop. in 1970, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,East_Asia,Cfa,3969,1938.385,2321.267575,631.95,594.342525,364485,93297,NA,104345,0.633,0.719,4652,12904,NULL,NULL
153,Japan,NA,1971,1980,6,NA,2,NA,8,81,NA,NA,81,185,NA,78,263,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,52,5,NA,NA,NA,NA,NA,NA,NA,NA,32,89,444,wood,NA,residential,SFH,NULL,NA,NA,"Tanikawa, Hiroki; Hashimoto, Seiji",2009,Urban stock over time: spatial material stock analysis using 4d-GIS,Building Research & Information,Copyright Taylor & Francis,10.1080/09613210903169394,https://doi.org/10.1080/09613210903169394,NULL,NULL,NULL,NULL,"Heating Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values.  Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 1970, Urban pop. in 1980, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,East_Asia,Cfa,3969,2254.76,2262.117425,566.042475,552.414975,364485,105697,NA,116807,0.719,0.762,13521,20408,NULL,NULL
154,Japan,NA,1981,1999,6,NA,2,NA,8,88,NA,NA,88,185,NA,78,263,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,52,5,NA,NA,NA,NA,NA,NA,NA,NA,32,89,451,wood,NA,residential,SFH,NULL,NA,NA,"Tanikawa, Hiroki; Hashimoto, Seiji",2009,Urban stock over time: spatial material stock analysis using 4d-GIS,Building Research & Information,Copyright Taylor & Francis,10.1080/09613210903169394,https://doi.org/10.1080/09613210903169394,NULL,NULL,NULL,NULL,"Heating Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values.  Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 1980, Urban pop. in 2000, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,East_Asia,Cfa,3969,2342.495125,2095.719975,565.3675,693.5525,364485,117648,NA,126689,0.762,0.786,19954,31980,NULL,NULL
155,Japan,NA,2000,2009,7,NA,2,NA,9,88,NA,NA,88,220,NA,78,298,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,52,5,NA,NA,NA,NA,NA,NA,NA,NA,32,89,487,wood,NA,residential,SFH,NULL,NA,NA,"Tanikawa, Hiroki; Hashimoto, Seiji",2009,Urban stock over time: spatial material stock analysis using 4d-GIS,Building Research & Information,Copyright Taylor & Francis,10.1080/09613210903169394,https://doi.org/10.1080/09613210903169394,NULL,NULL,NULL,NULL,"Heating Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values.  Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 2000, Urban pop. in 2010, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,East_Asia,Cfa,3969,2128.63745,2049.542475,681.282475,598.984975,364485,126933,NA,127654,0.786,0.908,33294,33798,NULL,NULL
156,Japan,NA,1974,1980,4,NA,1,NA,5,49,NA,NA,49,312,NA,46,358,NA,27,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,32,34,473,wood,NA,residential,SFH,NULL,NA,NA,"Tanikawa, Hiroki; Hashimoto, Seiji",2009,Urban stock over time: spatial material stock analysis using 4d-GIS,Building Research & Information,Copyright Taylor & Francis,10.1080/09613210903169394,https://doi.org/10.1080/09613210903169394,NULL,NULL,NULL,NULL,"Heating Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values.  Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 1975, Urban pop. in 1980, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,East_Asia,Cfa,3969,2267.4026,2262.117425,570.125,552.414975,364485,110162,NA,116807,0.757,0.762,15101,20408,NULL,NULL
157,Japan,NA,1981,1999,4,NA,1,NA,5,52,NA,NA,52,312,NA,46,358,NA,27,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,32,34,476,wood,NA,residential,SFH,NULL,NA,NA,"Tanikawa, Hiroki; Hashimoto, Seiji",2009,Urban stock over time: spatial material stock analysis using 4d-GIS,Building Research & Information,Copyright Taylor & Francis,10.1080/09613210903169394,https://doi.org/10.1080/09613210903169394,NULL,NULL,NULL,NULL,"Heating Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values.  Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 1980, Urban pop. in 2000, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,East_Asia,Cfa,3969,2342.495125,2095.719975,565.3675,693.5525,364485,117648,NA,126689,0.762,0.786,19954,31980,NULL,NULL
158,Japan,NA,2000,2009,4,NA,1,NA,5,52,NA,NA,52,367,NA,46,413,NA,27,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,32,34,531,wood,NA,residential,SFH,NULL,NA,NA,"Tanikawa, Hiroki; Hashimoto, Seiji",2009,Urban stock over time: spatial material stock analysis using 4d-GIS,Building Research & Information,Copyright Taylor & Francis,10.1080/09613210903169394,https://doi.org/10.1080/09613210903169394,NULL,NULL,NULL,NULL,"Heating Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values.  Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 2000, Urban pop. in 2010, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,East_Asia,Cfa,3969,2128.63745,2049.542475,681.282475,598.984975,364485,126933,NA,127654,0.786,0.908,33294,33798,NULL,NULL
159,Japan,NA,NA,1949,49,NA,2,NA,51,18,NA,NA,18,1256,NA,181,1437,NA,22,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,7.3,13.3,1541.3,concrete,NA,"residential, commercial, public",MFH,NULL,NA,NA,"Tanikawa, Hiroki; Hashimoto, Seiji",2009,Urban stock over time: spatial material stock analysis using 4d-GIS,Building Research & Information,Copyright Taylor & Francis,10.1080/09613210903169394,https://doi.org/10.1080/09613210903169394,NULL,NULL,NULL,NULL,"Heating Degree Days: Pre-1949, Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: Pre-1949, Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values. Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: No data before 1950, Urban pop. in 1950, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Pre 1949, Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,East_Asia,Cfa,3969,NA,2017.3125,NA,653.5125,364485,NA,Pre-1949,81971,NA,0.534,NA,2363,NULL,NULL
160,Japan,NA,1950,1958,56,NA,2,NA,58,18,NA,NA,18,1717,NA,198,1915,NA,22,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,7.3,13.3,2026.3,concrete,NA,"residential, commercial, public",MFH,NULL,NA,NA,"Tanikawa, Hiroki; Hashimoto, Seiji",2009,Urban stock over time: spatial material stock analysis using 4d-GIS,Building Research & Information,Copyright Taylor & Francis,10.1080/09613210903169394,https://doi.org/10.1080/09613210903169394,NULL,NULL,NULL,NULL,"Heating Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values.  Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 1950, Urban pop. in 1960, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,East_Asia,Cfa,3969,2026.32495,2061.6001,662.1275,600.902525,364485,83805,NA,92389,0.534,0.633,2519,4324,NULL,NULL
161,Japan,NA,1959,1980,57,NA,2,NA,59,18,NA,NA,18,1717,NA,198,1915,NA,22,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,7.3,13.3,2027.3,concrete,NA,"residential, commercial, public",MFH,NULL,NA,NA,"Tanikawa, Hiroki; Hashimoto, Seiji",2009,Urban stock over time: spatial material stock analysis using 4d-GIS,Building Research & Information,Copyright Taylor & Francis,10.1080/09613210903169394,https://doi.org/10.1080/09613210903169394,NULL,NULL,NULL,NULL,"Heating Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values.  Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 1960, Urban pop. in 1980, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,East_Asia,Cfa,3969,1938.385,2262.117425,631.95,552.414975,364485,93297,NA,116807,0.633,0.762,4652,20408,NULL,NULL
162,Japan,NA,1981,2009,59,NA,2,NA,61,18,NA,NA,18,1871,NA,198,2069,NA,22,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,7.3,13.3,2183.3,concrete,NA,"residential, commercial, public",MFH,NULL,NA,NA,"Tanikawa, Hiroki; Hashimoto, Seiji",2009,Urban stock over time: spatial material stock analysis using 4d-GIS,Building Research & Information,Copyright Taylor & Francis,10.1080/09613210903169394,https://doi.org/10.1080/09613210903169394,NULL,NULL,NULL,NULL,"Heating Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values.  Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 1980, Urban pop. in 2010, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,East_Asia,Cfa,3969,2342.495125,2049.542475,565.3675,598.984975,364485,117648,NA,127654,0.762,0.908,19954,33798,NULL,NULL
163,Japan,NA,NA,1949,140,NA,1,NA,141,11,NA,NA,11,412,NA,172,584,NA,91,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,15,17,844,steel,NA,industrial,NA,NULL,NA,NA,"Tanikawa, Hiroki; Hashimoto, Seiji",2009,Urban stock over time: spatial material stock analysis using 4d-GIS,Building Research & Information,Copyright Taylor & Francis,10.1080/09613210903169394,https://doi.org/10.1080/09613210903169394,NULL,NULL,NULL,NULL,"Heating Degree Days: Pre-1949, Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: Pre-1949, Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values. Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: No data before 1950, Urban pop. in 1950, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Pre 1949, Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,East_Asia,Cfa,3969,NA,2017.3125,NA,653.5125,364485,NA,Pre-1949,81971,NA,0.534,NA,2363,NULL,NULL
164,Japan,NA,1950,1958,142,NA,1,NA,143,11,NA,NA,11,462,NA,189,651,NA,91,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,15,17,913,steel,NA,industrial,NA,NULL,NA,NA,"Tanikawa, Hiroki; Hashimoto, Seiji",2009,Urban stock over time: spatial material stock analysis using 4d-GIS,Building Research & Information,Copyright Taylor & Francis,10.1080/09613210903169394,https://doi.org/10.1080/09613210903169394,NULL,NULL,NULL,NULL,"Heating Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values.  Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 1950, Urban pop. in 1960, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,East_Asia,Cfa,3969,2026.32495,2061.6001,662.1275,600.902525,364485,83805,NA,92389,0.534,0.633,2519,4324,NULL,NULL
